ordernumber,quantityordered,priceeach,sales,orderdate,status,qtr_id,month_id,year_id,productline,customername,country,territory,dealsize
10334,46,100.0,1.244947873708693,2004-11-19,On Hold,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
10358,20,36.42,-1.5310861635303508,2004-12-10,Shipped,4,12,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10370,22,100.0,0.22661864891918482,2005-01-20,Shipped,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Medium
10383,27,100.0,0.16930740804626482,2005-02-22,Shipped,1,2,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10412,56,98.18,1.0720590547036122,2005-05-03,Shipped,2,5,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10425,38,99.41,0.13306286460877695,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Medium
10101,25,100.0,0.13547516519594305,2003-01-09,Shipped,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Medium
10110,33,100.0,0.17787052936134068,2003-03-18,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
10173,31,100.0,0.5234244019324217,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Medium
10193,44,100.0,0.6053170949424364,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Medium
10214,27,100.0,0.0384537454265976,2004-01-26,Shipped,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
10227,46,100.0,1.9014538411978401,2004-03-02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Large
10280,37,100.0,0.6642165246634678,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
10288,31,100.0,0.15780804755495537,2004-09-01,Shipped,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Medium
10304,24,100.0,-0.5965107052807747,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
10332,35,64.69,-0.6929208633628744,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
10344,30,100.0,0.2152666461560504,2004-11-25,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,France,EMEA,Medium
10356,29,100.0,0.052638291186879245,2004-12-09,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,France,EMEA,Medium
10380,40,100.0,0.7628916256045585,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
10409,6,100.0,-1.499846325157187,2005-04-23,Shipped,2,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
10420,45,100.0,0.7876695547125533,2005-05-29,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Medium
10103,22,54.09,-1.2791699406742194,2003-01-29,Shipped,1,1,2003,Trucks and Buses,Baane Mini Imports,Norway,EMEA,Small
10114,45,68.67,-0.2421153690191756,2003-04-01,Shipped,2,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Medium
10126,43,65.02,-0.40272983503661763,2003-05-28,Shipped,2,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
10151,39,69.28,-0.45399940905435016,2003-09-21,Shipped,3,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,EMEA,Small
10165,31,71.1,-0.7256943136477887,2003-10-22,Shipped,4,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10175,41,69.28,-0.37837760603224013,2003-11-06,Shipped,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Small
10184,44,60.16,-0.4839512317293892,2003-11-14,Shipped,4,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
10194,45,70.49,-0.1974168581393342,2003-11-25,Shipped,4,11,2003,Trucks and Buses,"Saveley & Henriot, Co.",France,EMEA,Medium
10217,35,61.38,-0.7561482441373507,2004-02-04,Shipped,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
10246,30,61.99,-0.9136572824758393,2004-05-05,Shipped,2,5,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10259,30,49.22,-1.1227415256756832,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
10291,26,57.73,-1.109435668590817,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Sweden,EMEA,Small
10334,34,61.38,-0.7896475676758693,2004-11-19,On Hold,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Small
10347,50,100.0,1.8014361476222633,2004-11-29,Shipped,4,11,2004,Trucks and Buses,"Australian Collectors, Co.",Australia,APAC,Medium
10370,22,96.86,-0.7656337156769313,2005-01-20,Shipped,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Small
10391,44,38.5,-1.0040912660263852,2005-03-09,Shipped,1,3,2005,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Small
10412,47,61.99,-0.3385091540203669,2005-05-03,Shipped,2,5,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10425,19,49.22,-1.4182319745226148,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Small
10106,34,90.39,-0.25133341357058603,2003-02-17,Shipped,1,2,2003,Planes,Rovelli Gifts,Italy,EMEA,Medium
10120,29,71.81,-0.7920653259566716,2003-04-29,Shipped,2,4,2003,Planes,"Australian Collectors, Co.",Australia,APAC,Small
10133,49,69.27,-0.07615782093196989,2003-06-27,Shipped,2,6,2003,Planes,Euro Shopping Channel,Spain,EMEA,Medium
10210,50,76.88,0.16931286573990106,2004-01-12,Shipped,1,1,2004,Planes,Osaka Souveniers Co.,Japan,Japan,Medium
10223,47,100.0,0.6500865558395471,2004-02-20,Shipped,1,2,2004,Planes,"Australian Collectors, Co.",Australia,APAC,Medium
10275,35,90.39,-0.20200132079367697,2004-07-23,Shipped,3,7,2004,Planes,La Rochelle Gifts,France,EMEA,Medium
10284,31,71.81,-0.7136819299546835,2004-08-21,Shipped,3,8,2004,Planes,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
10297,25,82.79,-0.7990184276490913,2004-09-16,Shipped,3,9,2004,Planes,"Clover Collections, Co.",Ireland,EMEA,Small
10327,45,100.0,0.6810807979990855,2004-11-10,Resolved,4,11,2004,Planes,Danish Wholesale Imports,Denmark,EMEA,Medium
10339,27,100.0,-0.39463061768061236,2004-11-23,Shipped,4,11,2004,Planes,"Tokyo Collectables, Ltd",Japan,Japan,Small
10374,42,69.27,-0.34079592765390215,2005-02-02,Shipped,1,2,2005,Planes,"Australian Gift Network, Co",Australia,APAC,Small
10386,21,74.77,-1.071673886322487,2005-03-01,Resolved,1,3,2005,Planes,Euro Shopping Channel,Spain,EMEA,Small
10398,34,76.88,-0.502027113052226,2005-03-30,Shipped,1,3,2005,Planes,Reims Collectables,France,EMEA,Small
10416,15,98.84,-1.11946690949401,2005-05-10,Shipped,2,5,2005,Planes,L'ordine Souveniers,Italy,EMEA,Small
10120,46,58.15,-0.4687460972591525,2003-04-29,Shipped,2,4,2003,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
10134,30,61.78,-0.9170956294665963,2003-07-01,Shipped,3,7,2003,Motorcycles,Lyon Souveniers,France,EMEA,Small
10180,25,64.2,-1.0526647393878734,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
10188,32,65.42,-0.7860891514251176,2003-11-18,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Norway,EMEA,Small
10210,40,49.67,-0.8442899963607254,2004-01-12,Shipped,1,1,2004,Motorcycles,Osaka Souveniers Co.,Japan,Japan,Small
10223,28,60.57,-1.0030215580737052,2004-02-20,Shipped,1,2,2004,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
10275,37,63.6,-0.6443201015332058,2004-07-23,Shipped,3,7,2004,Motorcycles,La Rochelle Gifts,France,EMEA,Small
10298,32,48.46,-1.082289100444745,2004-09-27,Shipped,3,9,2004,Motorcycles,Atelier graphique,France,EMEA,Small
10339,30,62.16,-0.910873858721417,2004-11-23,Shipped,4,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Japan,Japan,Small
10374,22,53.3,-1.2886554122138,2005-02-02,Shipped,1,2,2005,Motorcycles,"Australian Gift Network, Co",Australia,APAC,Small
10389,39,100.0,1.8813913593914546,2005-03-03,Shipped,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Sweden,EMEA,Medium
10402,55,55.72,-0.2560597762594681,2005-04-07,Shipped,2,4,2005,Motorcycles,Auto Canal Petit,France,EMEA,Medium
10417,36,61.18,-0.7265784600168405,2005-05-13,Disputed,2,5,2005,Motorcycles,Euro Shopping Channel,Spain,EMEA,Small
10101,26,100.0,0.1307706332816057,2003-01-09,Shipped,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Medium
10110,31,100.0,0.8408220330347482,2003-03-18,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
10125,34,100.0,1.6098492702198275,2003-05-21,Shipped,2,5,2003,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Medium
10173,22,100.0,-0.04425760162883537,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Medium
10193,22,100.0,0.07725248948579085,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Medium
10205,40,100.0,2.1604978119427467,2003-12-03,Shipped,4,12,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Large
10227,29,100.0,1.116233626994386,2004-03-02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Medium
10244,43,100.0,1.3188887070908777,2004-04-29,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
10255,24,100.0,0.10491208083365837,2004-06-04,Shipped,2,6,2004,Vintage Cars,Mini Caravy,France,EMEA,Medium
10280,22,100.0,0.5027779469069713,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
10304,20,100.0,0.02391990727360396,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Medium
10332,24,52.67,-1.2387284308305535,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
10347,21,100.0,0.6994186486164564,2004-11-29,Shipped,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Medium
10356,30,100.0,0.5067074863249792,2004-12-09,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,France,EMEA,Medium
10380,21,47.18,-1.3878871979057747,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10123,46,100.0,0.8882002714899253,2003-05-20,Shipped,2,5,2003,Classic Cars,Atelier graphique,France,EMEA,Medium
10137,37,100.0,0.443703870989584,2003-07-10,Shipped,3,7,2003,Classic Cars,Reims Collectables,France,EMEA,Medium
10148,27,100.0,-0.002953776190661938,2003-09-11,Shipped,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Medium
10161,23,100.0,-0.18882099066244165,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Denmark,EMEA,Medium
10181,27,100.0,0.19155842500073553,2003-11-12,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Norway,EMEA,Medium
10212,40,100.0,0.7513213150959789,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10241,44,100.0,1.8117730193690789,2004-04-13,Shipped,2,4,2004,Classic Cars,Mini Caravy,France,EMEA,Medium
10253,37,100.0,0.896845258209543,2004-06-01,Cancelled,2,6,2004,Classic Cars,"UK Collectables, Ltd.",UK,EMEA,Medium
10266,20,100.0,-0.38693526965367975,2004-07-06,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Italy,EMEA,Small
10287,44,100.0,0.8291261955725381,2004-08-30,Shipped,3,8,2004,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
10301,22,100.0,-0.169369770543302,2003-10-05,Shipped,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Medium
10311,43,100.0,0.9523172563270899,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10343,25,52.32,-1.2147582403807045,2004-11-24,Shipped,4,11,2004,Classic Cars,Reims Collectables,France,EMEA,Small
10366,49,100.0,1.4249098636661888,2005-01-10,Shipped,1,1,2005,Classic Cars,Royale Belge,Belgium,EMEA,Medium
10379,29,100.0,0.8696441131271095,2005-02-10,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10419,55,100.0,2.2713981466287514,2005-05-17,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,Austria,EMEA,Large
10103,27,83.07,-0.7045239200332705,2003-01-29,Shipped,1,1,2003,Vintage Cars,Baane Mini Imports,Norway,EMEA,Small
10112,23,100.0,-0.5424304190404393,2003-03-24,Shipped,1,3,2003,Vintage Cars,"Volvo Model Replicas, Co",Sweden,EMEA,Small
10126,31,90.17,-0.4030518389611489,2003-05-28,Shipped,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
10139,46,100.0,1.0980813379606431,2003-07-16,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Medium
10150,47,91.18,0.41024820900015446,2003-09-19,Shipped,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
10174,46,100.0,1.1234377825940673,2003-11-06,Shipped,4,11,2003,Vintage Cars,"Australian Gift Network, Co",Australia,APAC,Medium
10193,28,93.21,-0.5042320212812195,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
10244,30,100.0,-0.004460099634231801,2004-04-29,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
10270,31,96.24,-0.30035441781023625,2004-07-19,Shipped,3,7,2004,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
10280,46,100.0,0.8691201745380418,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
10291,47,100.0,1.1897869641284053,2004-09-08,Shipped,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Sweden,EMEA,Medium
10304,46,100.0,0.5894461218485929,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Medium
10347,48,100.0,0.6989274561892052,2004-11-29,Shipped,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Medium
10391,32,45.25,-1.138350529474993,2005-03-09,Shipped,1,3,2005,Vintage Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
10423,10,88.14,-1.4475834508976801,2005-05-30,In Process,2,5,2005,Vintage Cars,Petit Auto,Belgium,EMEA,Small
10103,35,57.46,-0.8310278008249483,2003-01-29,Shipped,1,1,2003,Vintage Cars,Baane Mini Imports,Norway,EMEA,Small
10126,46,73.7,-0.07835727146732728,2003-05-28,Shipped,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
10139,20,71.2,-1.1514489942016863,2003-07-16,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
10150,30,49.97,-1.110461714994408,2003-09-19,Shipped,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10173,28,53.72,-1.1077001220145302,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
10193,24,51.84,-1.249600156553709,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
10244,24,58.09,-1.167734752011875,2004-04-29,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10269,32,63.08,-0.8269563613724011,2004-07-16,Shipped,3,7,2004,Vintage Cars,Salzburg Collectables,Austria,EMEA,Small
10280,43,68.71,-0.3161326101122656,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Small
10291,37,50.59,-0.9070371000952231,2004-09-08,Shipped,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Sweden,EMEA,Small
10304,24,64.96,-1.0777482993394913,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
10332,26,100.0,-0.3027339722355856,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
10347,34,64.96,-0.7232165207369892,2004-11-29,Shipped,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Small
10392,37,59.96,-0.7178243194245003,2005-03-10,Shipped,1,3,2005,Vintage Cars,Mini Auto Werke,Austria,EMEA,Small
10423,31,53.72,-1.0197439313747838,2005-05-30,In Process,2,5,2005,Vintage Cars,Petit Auto,Belgium,EMEA,Small
10106,41,83.44,-0.06152574429352614,2003-02-17,Shipped,1,2,2003,Ships,Rovelli Gifts,Italy,EMEA,Medium
10119,21,89.46,-0.9033094953417515,2003-04-28,Shipped,2,4,2003,Ships,Salzburg Collectables,Austria,EMEA,Small
10155,44,79.14,-0.028168320789546935,2003-10-06,Shipped,4,10,2003,Ships,"Toys of Finland, Co.",Finland,EMEA,Medium
10167,46,73.12,-0.09291839808850139,2003-10-23,Cancelled,4,10,2003,Ships,Scandinavian Gift Ideas,Sweden,EMEA,Medium
10178,41,81.72,-0.10001339981546033,2003-11-08,Shipped,4,11,2003,Ships,Alpha Cognac,France,EMEA,Medium
10186,32,89.46,-0.3662396953855043,2003-11-14,Shipped,4,11,2003,Ships,"Double Decker Gift Stores, Ltd",UK,EMEA,Small
10197,46,87.74,0.27412241432799295,2003-11-26,Shipped,4,11,2003,Ships,Enaco Distributors,Spain,EMEA,Medium
10262,32,84.3,-0.4563571327051551,2004-06-24,Cancelled,2,6,2004,Ships,Euro Shopping Channel,Spain,EMEA,Small
10273,34,98.06,-0.10900767892778981,2004-07-21,Shipped,3,7,2004,Ships,Petit Auto,Belgium,EMEA,Medium
10296,21,96.34,-0.8244567376870571,2004-09-15,Shipped,3,9,2004,Ships,"Bavarian Collectables Imports, Co.",Germany,EMEA,Small
10316,21,94.62,-0.8441699271007307,2004-11-01,Shipped,4,11,2004,Ships,giftsbymail.co.uk,UK,EMEA,Small
10327,25,45.86,-1.302899992604079,2004-11-10,Resolved,4,11,2004,Ships,Danish Wholesale Imports,Denmark,EMEA,Small
10338,28,82.58,-0.6666748146667626,2004-11-22,Shipped,4,11,2004,Ships,Royale Belge,Belgium,EMEA,Small
10350,43,64.97,-0.40390323916838394,2004-12-02,Shipped,4,12,2004,Ships,Euro Shopping Channel,Spain,EMEA,Small
10373,22,86.74,-0.8871438067915574,2005-01-31,Shipped,1,1,2005,Ships,"Oulu Toy Supplies, Inc.",Finland,EMEA,Small
10386,37,93.01,-0.05043025313128962,2005-03-01,Resolved,1,3,2005,Ships,Euro Shopping Channel,Spain,EMEA,Medium
10398,28,72.26,-0.8243803299761514,2005-03-30,Shipped,1,3,2005,Ships,Reims Collectables,France,EMEA,Small
10103,25,100.0,-0.542643269092248,2003-01-29,Shipped,1,1,2003,Vintage Cars,Baane Mini Imports,Norway,EMEA,Small
10126,30,97.39,-0.33405021831965526,2003-05-28,Shipped,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
10139,20,90.06,-0.9455847902471546,2003-07-16,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
10150,26,100.0,-0.3980907954459137,2003-09-19,Shipped,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10173,31,89.01,-0.42267770527664456,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
10193,23,100.0,-0.41690346540962725,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
10244,29,100.0,-0.10547655114521858,2004-04-29,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
10270,38,100.0,0.6774678048119726,2004-07-19,Shipped,3,7,2004,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Medium
10280,29,100.0,-0.2878071801407913,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
10291,23,100.0,-0.36430767183831686,2004-09-08,Shipped,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Sweden,EMEA,Small
10304,26,85.87,-0.710128971397568,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
10332,40,39.8,-1.0597597411148323,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
10347,45,100.0,0.7719513970405211,2004-11-29,Shipped,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Medium
10392,29,86.92,-0.5529146485154302,2005-03-10,Shipped,1,3,2005,Vintage Cars,Mini Auto Werke,Austria,EMEA,Small
10423,21,84.82,-0.9564892621321268,2005-05-30,In Process,2,5,2005,Vintage Cars,Petit Auto,Belgium,EMEA,Small
10105,22,100.0,-0.25581963773947863,2003-02-11,Shipped,1,2,2003,Vintage Cars,Danish Wholesale Imports,Denmark,EMEA,Medium
10117,26,100.0,0.00958800378514703,2003-04-16,Shipped,2,4,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
10128,41,100.0,1.097131699267958,2003-06-06,Shipped,2,6,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
10153,31,100.0,0.058832773463878205,2003-09-28,Shipped,3,9,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
10177,23,100.0,0.0774216779885106,2003-11-07,Shipped,4,11,2003,Vintage Cars,CAF Imports,Spain,EMEA,Medium
10208,24,100.0,-0.49735532729970544,2004-01-02,Shipped,1,1,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Small
10221,33,100.0,0.4822461034478794,2004-02-18,Shipped,1,2,2004,Vintage Cars,Petit Auto,Belgium,EMEA,Medium
10232,22,100.0,0.03943067258746347,2004-03-20,Shipped,1,3,2004,Vintage Cars,giftsbymail.co.uk,UK,EMEA,Medium
10273,40,100.0,0.8146305612749971,2004-07-21,Shipped,3,7,2004,Vintage Cars,Petit Auto,Belgium,EMEA,Medium
10293,24,100.0,-0.38994791654081923,2004-09-09,Shipped,3,9,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Small
10306,32,100.0,0.12294430060740631,2004-10-14,Shipped,4,10,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
10314,20,100.0,-0.4376918204696168,2004-10-22,Shipped,4,10,2004,Vintage Cars,Heintze Collectables,Denmark,EMEA,Small
10325,24,69.12,-1.0232586860764465,2004-11-05,Shipped,4,11,2004,Vintage Cars,Baane Mini Imports,Norway,EMEA,Small
10336,48,100.0,1.2249617996132134,2004-11-20,Shipped,4,11,2004,Vintage Cars,"La Corne D'abondance, Co.",France,EMEA,Medium
10350,44,100.0,0.9045296908492031,2004-12-02,Shipped,4,12,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
10372,28,100.0,0.17961699132489994,2005-01-26,Shipped,1,1,2005,Vintage Cars,"Tokyo Collectables, Ltd",Japan,Japan,Medium
10383,24,61.52,-1.1228070179993166,2005-02-22,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10104,23,100.0,0.5584409643017821,2003-01-31,Shipped,1,1,2003,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10122,25,100.0,0.035326486973099536,2003-05-08,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,France,EMEA,Medium
10141,34,100.0,0.7109889591250356,2003-08-01,Shipped,3,8,2003,Classic Cars,Suominen Souveniers,Finland,EMEA,Medium
10148,32,100.0,1.0288341211055239,2003-09-11,Shipped,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Medium
10151,21,100.0,0.10928369343619243,2003-09-21,Shipped,3,9,2003,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,EMEA,Medium
10175,29,100.0,0.48361598455054616,2003-11-06,Shipped,4,11,2003,Classic Cars,"Stylish Desk Decors, Co.",UK,EMEA,Medium
10181,45,100.0,1.523230214520931,2003-11-12,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Norway,EMEA,Medium
10184,28,100.0,0.4780655101226098,2003-11-14,Shipped,4,11,2003,Classic Cars,"Iberia Gift Imports, Corp.",Spain,EMEA,Medium
10212,40,100.0,1.1027967852622524,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10225,43,100.0,1.568589106330743,2004-02-22,Shipped,1,2,2004,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
10239,47,100.0,1.937261769144438,2004-04-12,Shipped,2,4,2004,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,EMEA,Large
10246,36,100.0,1.9641736564641572,2004-05-05,Shipped,2,5,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Large
10253,40,100.0,1.768198793378279,2004-06-01,Cancelled,2,6,2004,Classic Cars,"UK Collectables, Ltd.",UK,EMEA,Medium
10259,27,100.0,0.06763057560530723,2004-06-15,Shipped,2,6,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Medium
10266,29,100.0,0.6979177828665228,2004-07-06,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Italy,EMEA,Medium
10287,36,100.0,1.2655015479423297,2004-08-30,Shipped,3,8,2004,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
10301,23,100.0,0.2608165572431268,2003-10-05,Shipped,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Medium
10334,20,100.0,-0.35746372401861953,2004-11-19,On Hold,4,11,2004,Classic Cars,"Volvo Model Replicas, Co",Sweden,EMEA,Small
10342,30,100.0,0.8163224463021952,2004-11-24,Shipped,4,11,2004,Classic Cars,"Australian Collectors, Co.",Australia,APAC,Medium
10358,32,93.49,-0.29585727825407165,2004-12-10,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
10366,34,100.0,1.496471142623024,2005-01-10,Shipped,1,1,2005,Classic Cars,Royale Belge,Belgium,EMEA,Medium
10370,27,56.85,-1.0908958833089097,2005-01-20,Shipped,1,1,2005,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Small
10377,39,100.0,2.036133347056429,2005-02-09,Shipped,1,2,2005,Classic Cars,"Toys of Finland, Co.",Finland,EMEA,Large
10383,47,100.0,1.8202924791350659,2005-02-22,Shipped,1,2,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10394,22,100.0,-0.09864897640642975,2005-03-15,Shipped,1,3,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
10419,35,100.0,1.3060958732078067,2005-05-17,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,Austria,EMEA,Medium
