id,ordernumber,quantityordered,priceeach,sales,orderdate,status,qtr_id,month_id,year_id,productline,customername,country,territory,dealsize
662,10195,27,100.0,5128.11,2003-11-25,Shipped,4,11,2003,Classic Cars,Mini Classics,USA,,Medium
663,10207,44,100.0,7060.24,2003-12-09,Shipped,4,12,2003,Classic Cars,Diecast Collectables,USA,,Large
664,10219,43,100.0,8448.64,2004-02-10,Shipped,1,2,2004,Classic Cars,Signal Collectibles Ltd.,USA,,Large
665,10230,49,100.0,7300.51,2004-03-15,Shipped,1,3,2004,Classic Cars,"Blauer See Auto, Co.",Germany,EMEA,Large
666,10246,40,100.0,6549.2,2004-05-05,Shipped,2,5,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
667,10259,30,100.0,5697.9,2004-06-15,Shipped,2,6,2004,Classic Cars,Handji Gifts& Co,Singapore,APAC,Medium
668,10271,50,100.0,9169.0,2004-07-20,Shipped,3,7,2004,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Large
669,10282,23,100.0,3238.63,2004-08-20,Shipped,3,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Medium
670,10292,26,100.0,4554.94,2004-09-08,Shipped,3,9,2004,Classic Cars,Land of Toys Inc.,USA,,Medium
671,10305,27,100.0,3934.44,2004-10-13,Shipped,4,10,2004,Classic Cars,Marta's Replicas Co.,USA,,Medium
672,10314,42,100.0,5776.26,2004-10-22,Shipped,4,10,2004,Classic Cars,Heintze Collectables,Denmark,EMEA,Medium
673,10324,47,100.0,7207.45,2004-11-05,Shipped,4,11,2004,Classic Cars,Vitachrome Inc.,USA,,Large
674,10336,49,100.0,7460.74,2004-11-20,Shipped,4,11,2004,Classic Cars,"La Corne D'abondance, Co.",France,EMEA,Large
675,10349,38,100.0,6719.54,2004-12-01,Shipped,4,12,2004,Classic Cars,Muscle Machine Inc,USA,,Medium
676,10358,20,100.0,2428.0,2004-12-10,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
677,10371,25,100.0,2602.25,2005-01-23,Shipped,1,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Small
678,10382,25,88.0,2200.0,2005-02-17,Shipped,1,2,2005,Classic Cars,Mini Gifts Distributors Ltd.,USA,,Small
679,10412,41,100.0,6712.93,2005-05-03,Shipped,2,5,2005,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
680,10425,28,100.0,5318.04,2005-05-31,In Process,2,5,2005,Classic Cars,La Rochelle Gifts,France,EMEA,Medium
681,10100,50,67.8,3390.0,2003-01-06,Shipped,1,1,2003,Vintage Cars,Online Diecast Creations Co.,USA,,Medium
682,10110,32,50.25,1608.0,2003-03-18,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
683,10124,42,53.88,2262.96,2003-05-21,Shipped,2,5,2003,Vintage Cars,Signal Gift Stores,USA,,Small
684,10149,24,62.36,1496.64,2003-09-12,Shipped,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,USA,,Small
685,10162,27,69.62,1879.74,2003-10-18,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,USA,,Small
686,10173,26,57.51,1495.26,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
687,10182,38,61.15,2323.7,2003-11-12,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Small
688,10193,42,59.33,2491.86,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
689,10204,23,71.44,1643.12,2003-12-02,Shipped,4,12,2003,Vintage Cars,Muscle Machine Inc,USA,,Small
690,10214,21,62.96,1322.16,2004-01-26,Shipped,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
691,10227,28,50.85,1423.8,2004-03-02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Small
692,10241,33,72.65,2397.45,2004-04-13,Shipped,2,4,2004,Vintage Cars,Mini Caravy,France,EMEA,Small
693,10280,25,62.96,1574.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Small
694,10288,28,61.75,1729.0,2004-09-01,Shipped,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
695,10303,46,49.04,2255.84,2004-10-06,Shipped,4,10,2004,Vintage Cars,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
696,10312,30,61.15,1834.5,2004-10-21,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Small
697,10332,38,84.25,3201.5,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
698,10344,40,56.91,2276.4,2004-11-25,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,France,EMEA,Small
699,10367,45,100.0,8884.8,2005-01-12,Resolved,1,1,2005,Vintage Cars,Toys4GrownUps.com,USA,,Large
700,10379,27,49.3,1331.1,2005-02-10,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
701,10407,42,72.65,3051.3,2005-04-22,On Hold,2,4,2005,Vintage Cars,The Sharp Gifts Warehouse,USA,,Medium
702,10420,36,63.57,2288.52,2005-05-29,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
703,10104,29,100.0,3772.61,2003-01-31,Shipped,1,1,2003,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
704,10114,39,100.0,4164.42,2003-04-01,Shipped,2,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Medium
705,10127,45,100.0,6295.95,2003-06-03,Shipped,2,6,2003,Trucks and Buses,Muscle Machine Inc,USA,,Medium
706,10141,47,100.0,6287.66,2003-08-01,Shipped,3,8,2003,Trucks and Buses,Suominen Souveniers,Finland,EMEA,Medium
707,10151,49,100.0,5412.54,2003-09-21,Shipped,3,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,EMEA,Medium
708,10165,46,100.0,5984.14,2003-10-22,Shipped,4,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
709,10175,48,100.0,5891.04,2003-11-06,Shipped,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Medium
710,10184,46,100.0,5984.14,2003-11-14,Shipped,4,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,EMEA,Medium
711,10195,35,100.0,3608.15,2003-11-25,Shipped,4,11,2003,Trucks and Buses,Mini Classics,USA,,Medium
712,10207,43,100.0,5752.54,2003-12-09,Shipped,4,12,2003,Trucks and Buses,Diecast Collectables,USA,,Medium
713,10229,26,100.0,3765.32,2004-03-11,Shipped,1,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,,Medium
714,10246,22,98.18,2159.96,2004-05-05,Shipped,2,5,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
715,10259,34,99.41,3379.94,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
716,10271,50,100.0,5093.5,2004-07-20,Shipped,3,7,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,,Medium
717,10281,48,100.0,5773.44,2004-08-19,Shipped,3,8,2004,Trucks and Buses,Diecast Classics Inc.,USA,,Medium
718,10292,41,100.0,4528.86,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Land of Toys Inc.,USA,,Medium
719,10305,36,100.0,4816.08,2004-10-13,Shipped,4,10,2004,Trucks and Buses,Marta's Replicas Co.,USA,,Medium
720,10313,29,100.0,3416.78,2004-10-22,Shipped,4,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Canada,,Medium
721,10324,33,37.48,1236.84,2004-11-05,Shipped,4,11,2004,Trucks and Buses,Vitachrome Inc.,USA,,Small
722,10334,46,100.0,5814.86,2004-11-19,On Hold,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
723,10349,38,100.0,5223.48,2004-12-01,Shipped,4,12,2004,Trucks and Buses,Muscle Machine Inc,USA,,Medium
724,10358,20,36.42,728.4,2004-12-10,Shipped,4,12,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
725,10370,22,100.0,3949.0,2005-01-20,Shipped,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Medium
726,10383,27,100.0,3843.99,2005-02-22,Shipped,1,2,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
727,10412,56,98.18,5498.08,2005-05-03,Shipped,2,5,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
728,10425,38,99.41,3777.58,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Medium
729,10101,25,100.0,3782.0,2003-01-09,Shipped,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Medium
730,10110,33,100.0,3859.68,2003-03-18,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
731,10124,42,100.0,4431.84,2003-05-21,Shipped,2,5,2003,Vintage Cars,Signal Gift Stores,USA,,Medium
732,10149,33,100.0,4950.33,2003-09-12,Shipped,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,USA,,Medium
733,10162,38,100.0,4299.7,2003-10-18,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,USA,,Medium
734,10173,31,100.0,4492.83,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Medium
735,10182,20,100.0,2212.0,2003-11-12,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Small
736,10193,44,100.0,4642.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Medium
737,10204,26,100.0,3206.32,2003-12-02,Shipped,4,12,2003,Vintage Cars,Muscle Machine Inc,USA,,Medium
738,10214,27,100.0,3604.23,2004-01-26,Shipped,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
739,10227,46,100.0,7017.76,2004-03-02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Large
740,10243,47,100.0,6154.18,2004-04-26,Shipped,2,4,2004,Vintage Cars,Diecast Collectables,USA,,Medium
741,10280,37,100.0,4750.8,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
742,10288,31,100.0,3822.92,2004-09-01,Shipped,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Medium
743,10304,24,100.0,2440.8,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
744,10312,31,100.0,4729.36,2004-10-21,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Medium
745,10322,50,100.0,12536.5,2004-11-04,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,USA,,Large
746,10332,35,64.69,2264.15,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
747,10344,30,100.0,3928.2,2004-11-25,Shipped,4,11,2004,Vintage Cars,Marseille Mini Autos,France,EMEA,Medium
748,10356,29,100.0,3630.22,2004-12-09,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,France,EMEA,Medium
749,10367,27,100.0,4196.07,2005-01-12,Resolved,1,1,2005,Vintage Cars,Toys4GrownUps.com,USA,,Medium
750,10380,40,100.0,4931.6,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
751,10390,31,98.99,3068.69,2005-03-04,Shipped,1,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Medium
752,10409,6,100.0,785.64,2005-04-23,Shipped,2,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
753,10420,45,100.0,4977.0,2005-05-29,In Process,2,5,2005,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Medium
754,10103,22,54.09,1189.98,2003-01-29,Shipped,1,1,2003,Trucks and Buses,Baane Mini Imports,Norway,EMEA,Small
755,10114,45,68.67,3090.15,2003-04-01,Shipped,2,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Medium
756,10126,43,65.02,2795.86,2003-05-28,Shipped,2,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
757,10140,46,61.99,2851.54,2003-07-24,Shipped,3,7,2003,Trucks and Buses,Technics Stores Inc.,USA,,Small
758,10151,39,69.28,2701.92,2003-09-21,Shipped,3,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,EMEA,Small
759,10165,31,71.1,2204.1,2003-10-22,Shipped,4,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
760,10175,41,69.28,2840.48,2003-11-06,Shipped,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Small
761,10184,44,60.16,2647.04,2003-11-14,Shipped,4,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
762,10194,45,70.49,3172.05,2003-11-25,Shipped,4,11,2003,Trucks and Buses,"Saveley & Henriot, Co.",France,EMEA,Medium
763,10207,37,69.89,2585.93,2003-12-09,Shipped,4,12,2003,Trucks and Buses,Diecast Collectables,USA,,Small
764,10217,35,61.38,2148.3,2004-02-04,Shipped,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
765,10229,28,59.55,1667.4,2004-03-11,Shipped,1,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,,Small
766,10246,30,61.99,1859.7,2004-05-05,Shipped,2,5,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
767,10259,30,49.22,1476.6,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
768,10271,25,69.28,1732.0,2004-07-20,Shipped,3,7,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,,Small
769,10281,29,57.73,1674.17,2004-08-19,Shipped,3,8,2004,Trucks and Buses,Diecast Classics Inc.,USA,,Small
770,10291,26,57.73,1500.98,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Sweden,EMEA,Small
771,10305,41,53.48,2192.68,2004-10-13,Shipped,4,10,2004,Trucks and Buses,Marta's Replicas Co.,USA,,Small
772,10313,34,52.87,1797.58,2004-10-22,Shipped,4,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Canada,,Small
773,10322,35,61.21,2142.35,2004-11-04,Shipped,4,11,2004,Trucks and Buses,Online Diecast Creations Co.,USA,,Small
774,10334,34,61.38,2086.92,2004-11-19,On Hold,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Small
775,10347,50,100.0,6834.5,2004-11-29,Shipped,4,11,2004,Trucks and Buses,"Australian Collectors, Co.",Australia,APAC,Medium
776,10357,41,61.99,2541.59,2004-12-10,Shipped,4,12,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,,Small
777,10370,22,96.86,2130.92,2005-01-20,Shipped,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Small
778,10381,35,48.62,1701.7,2005-02-17,Shipped,1,2,2005,Trucks and Buses,Corporate Gift Ideas Co.,USA,,Small
779,10391,44,38.5,1694.0,2005-03-09,Shipped,1,3,2005,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Small
780,10412,47,61.99,2913.53,2005-05-03,Shipped,2,5,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
781,10425,19,49.22,935.18,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Small
782,10106,34,90.39,3073.26,2003-02-17,Shipped,1,2,2003,Planes,Rovelli Gifts,Italy,EMEA,Medium
783,10120,29,71.81,2082.49,2003-04-29,Shipped,2,4,2003,Planes,"Australian Collectors, Co.",Australia,APAC,Small
784,10133,49,69.27,3394.23,2003-06-27,Shipped,2,6,2003,Planes,Euro Shopping Channel,Spain,EMEA,Medium
785,10145,30,85.32,2559.6,2003-08-25,Shipped,3,8,2003,Planes,Toys4GrownUps.com,USA,,Small
786,10168,21,70.96,1490.16,2003-10-28,Shipped,4,10,2003,Planes,Technics Stores Inc.,USA,,Small
787,10210,50,76.88,3844.0,2004-01-12,Shipped,1,1,2004,Planes,Osaka Souveniers Co.,Japan,Japan,Medium
788,10223,47,100.0,4724.91,2004-02-20,Shipped,1,2,2004,Planes,"Australian Collectors, Co.",Australia,APAC,Medium
789,10235,24,76.03,1824.72,2004-04-02,Shipped,2,4,2004,Planes,"Royal Canadian Collectables, Ltd.",Canada,,Small
790,10250,27,98.84,2668.68,2004-05-11,Shipped,2,5,2004,Planes,The Sharp Gifts Warehouse,USA,,Small
791,10263,33,86.17,2843.61,2004-06-28,Shipped,2,6,2004,Planes,Gift Depot Inc.,USA,,Small
792,10275,35,90.39,3163.65,2004-07-23,Shipped,3,7,2004,Planes,La Rochelle Gifts,France,EMEA,Medium
793,10284,31,71.81,2226.11,2004-08-21,Shipped,3,8,2004,Planes,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
794,10297,25,82.79,2069.75,2004-09-16,Shipped,3,9,2004,Planes,"Clover Collections, Co.",Ireland,EMEA,Small
795,10308,27,82.79,2235.33,2004-10-15,Shipped,4,10,2004,Planes,Mini Classics,USA,,Small
796,10318,31,100.0,3116.43,2004-11-02,Shipped,4,11,2004,Planes,Diecast Classics Inc.,USA,,Medium
797,10327,45,100.0,4781.7,2004-11-10,Resolved,4,11,2004,Planes,Danish Wholesale Imports,Denmark,EMEA,Medium
798,10339,27,100.0,2810.7,2004-11-23,Shipped,4,11,2004,Planes,"Tokyo Collectables, Ltd",Japan,Japan,Small
799,10353,27,100.0,3515.67,2004-12-04,Shipped,4,12,2004,Planes,Gift Ideas Corp.,USA,,Medium
800,10374,42,69.27,2909.34,2005-02-02,Shipped,1,2,2005,Planes,"Australian Gift Network, Co",Australia,APAC,Small
801,10386,21,74.77,1570.17,2005-03-01,Resolved,1,3,2005,Planes,Euro Shopping Channel,Spain,EMEA,Small
802,10398,34,76.88,2613.92,2005-03-30,Shipped,1,3,2005,Planes,Reims Collectables,France,EMEA,Small
803,10401,42,76.03,3193.26,2005-04-03,On Hold,2,4,2005,Planes,Tekni Collectables Inc.,USA,,Medium
804,10416,15,98.84,1482.6,2005-05-10,Shipped,2,5,2005,Planes,L'ordine Souveniers,Italy,EMEA,Small
805,10107,29,70.87,2055.23,2003-02-24,Shipped,1,2,2003,Motorcycles,Land of Toys Inc.,USA,,Small
806,10120,46,58.15,2674.9,2003-04-29,Shipped,2,4,2003,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
807,10134,30,61.78,1853.4,2003-07-01,Shipped,3,7,2003,Motorcycles,Lyon Souveniers,France,EMEA,Small
808,10145,30,49.67,1490.1,2003-08-25,Shipped,3,8,2003,Motorcycles,Toys4GrownUps.com,USA,,Small
809,10159,42,51.48,2162.16,2003-10-10,Shipped,4,10,2003,Motorcycles,Corporate Gift Ideas Co.,USA,,Small
810,10168,46,61.18,2814.28,2003-10-28,Shipped,4,10,2003,Motorcycles,Technics Stores Inc.,USA,,Small
811,10180,25,64.2,1605.0,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
812,10188,32,65.42,2093.44,2003-11-18,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Norway,EMEA,Small
813,10201,30,64.81,1944.3,2003-12-01,Shipped,4,12,2003,Motorcycles,Mini Wheels Co.,USA,,Small
814,10210,40,49.67,1986.8,2004-01-12,Shipped,1,1,2004,Motorcycles,Osaka Souveniers Co.,Japan,Japan,Small
815,10223,28,60.57,1695.96,2004-02-20,Shipped,1,2,2004,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
816,10236,23,55.72,1281.56,2004-04-03,Shipped,2,4,2004,Motorcycles,Motor Mint Distributors Inc.,USA,,Small
817,10251,29,61.18,1774.22,2004-05-18,Shipped,2,5,2004,Motorcycles,Tekni Collectables Inc.,USA,,Small
818,10263,34,58.75,1997.5,2004-06-28,Shipped,2,6,2004,Motorcycles,Gift Depot Inc.,USA,,Small
819,10275,37,63.6,2353.2,2004-07-23,Shipped,3,7,2004,Motorcycles,La Rochelle Gifts,France,EMEA,Small
820,10285,20,49.06,981.2,2004-08-27,Shipped,3,8,2004,Motorcycles,Marta's Replicas Co.,USA,,Small
821,10298,32,48.46,1550.72,2004-09-27,Shipped,3,9,2004,Motorcycles,Atelier graphique,France,EMEA,Small
822,10308,34,52.09,1771.06,2004-10-15,Shipped,4,10,2004,Motorcycles,Mini Classics,USA,,Small
823,10318,42,52.7,2213.4,2004-11-02,Shipped,4,11,2004,Motorcycles,Diecast Classics Inc.,USA,,Small
824,10329,38,100.0,5266.04,2004-11-15,Shipped,4,11,2004,Motorcycles,Land of Toys Inc.,USA,,Medium
825,10339,30,62.16,1864.8,2004-11-23,Shipped,4,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Japan,Japan,Small
826,10362,23,49.67,1142.41,2005-01-05,Shipped,1,1,2005,Motorcycles,Technics Stores Inc.,USA,,Small
827,10374,22,53.3,1172.6,2005-02-02,Shipped,1,2,2005,Motorcycles,"Australian Gift Network, Co",Australia,APAC,Small
828,10389,39,100.0,6981.0,2005-03-03,Shipped,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Sweden,EMEA,Medium
829,10402,55,55.72,3064.6,2005-04-07,Shipped,2,4,2005,Motorcycles,Auto Canal Petit,France,EMEA,Medium
830,10417,36,61.18,2202.48,2005-05-13,Disputed,2,5,2005,Motorcycles,Euro Shopping Channel,Spain,EMEA,Small
831,10101,26,100.0,3773.38,2003-01-09,Shipped,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Medium
832,10110,31,100.0,5074.39,2003-03-18,Shipped,1,3,2003,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
833,10125,34,100.0,6483.46,2003-05-21,Shipped,2,5,2003,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Medium
834,10139,41,100.0,7956.46,2003-07-16,Shipped,3,7,2003,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Large
835,10149,23,100.0,4230.62,2003-09-12,Shipped,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,USA,,Medium
836,10162,48,100.0,7209.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,USA,,Large
837,10173,22,100.0,3452.68,2003-11-05,Shipped,4,11,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Medium
838,10182,21,100.0,3047.73,2003-11-12,Shipped,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Medium
839,10193,22,100.0,3675.32,2003-11-21,Shipped,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Medium
840,10205,40,100.0,7492.4,2003-12-03,Shipped,4,12,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Large
841,10214,50,100.0,9534.5,2004-01-26,Shipped,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Large
842,10227,29,100.0,5579.02,2004-03-02,Shipped,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Medium
843,10244,43,100.0,5950.34,2004-04-29,Shipped,2,4,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
844,10255,24,100.0,3726.0,2004-06-04,Shipped,2,6,2004,Vintage Cars,Mini Caravy,France,EMEA,Medium
845,10280,22,100.0,4455.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
846,10289,43,100.0,8272.34,2004-09-03,Shipped,3,9,2004,Vintage Cars,Herkku Gifts,Norway,EMEA,Large
847,10304,20,100.0,3577.6,2004-10-11,Shipped,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Medium
848,10312,25,100.0,3881.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Medium
849,10322,36,100.0,5797.44,2004-11-04,Shipped,4,11,2004,Vintage Cars,Online Diecast Creations Co.,USA,,Medium
850,10332,24,52.67,1264.08,2004-11-17,Shipped,4,11,2004,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
851,10347,21,100.0,4815.3,2004-11-29,Shipped,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Medium
852,10356,30,100.0,4462.2,2004-12-09,Shipped,4,12,2004,Vintage Cars,Lyon Souveniers,France,EMEA,Medium
853,10367,32,94.79,3033.28,2005-01-12,Resolved,1,1,2005,Vintage Cars,Toys4GrownUps.com,USA,,Medium
854,10380,21,47.18,990.78,2005-02-16,Shipped,1,2,2005,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
855,10390,26,78.11,2030.86,2005-03-04,Shipped,1,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Small
856,10421,35,100.0,5433.75,2005-05-29,In Process,2,5,2005,Vintage Cars,Mini Gifts Distributors Ltd.,USA,,Medium
857,10109,26,100.0,3157.44,2003-03-10,Shipped,1,3,2003,Classic Cars,Motor Mint Distributors Inc.,USA,,Medium
858,10123,46,100.0,5161.2,2003-05-20,Shipped,2,5,2003,Classic Cars,Atelier graphique,France,EMEA,Medium
859,10137,37,100.0,4346.76,2003-07-10,Shipped,3,7,2003,Classic Cars,Reims Collectables,France,EMEA,Medium
860,10148,27,100.0,3528.36,2003-09-11,Shipped,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Medium
861,10161,23,100.0,3187.8,2003-10-17,Shipped,4,10,2003,Classic Cars,Heintze Collectables,Denmark,EMEA,Medium
862,10172,39,100.0,6023.16,2003-11-05,Shipped,4,11,2003,Classic Cars,Gift Depot Inc.,USA,,Medium
863,10181,27,100.0,3884.76,2003-11-12,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Norway,EMEA,Medium
864,10192,38,100.0,4965.84,2003-11-20,Shipped,4,11,2003,Classic Cars,Online Diecast Creations Co.,USA,,Medium
865,10204,27,100.0,4169.88,2003-12-02,Shipped,4,12,2003,Classic Cars,Muscle Machine Inc,USA,,Medium
866,10212,40,100.0,4910.4,2004-01-16,Shipped,1,1,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
867,10226,24,100.0,3231.36,2004-02-26,Shipped,1,2,2004,Classic Cars,Collectable Mini Designs Co.,USA,,Medium
868,10241,44,100.0,6853.44,2004-04-13,Shipped,2,4,2004,Classic Cars,Mini Caravy,France,EMEA,Medium
869,10253,37,100.0,5177.04,2004-06-01,Cancelled,2,6,2004,Classic Cars,"UK Collectables, Ltd.",UK,EMEA,Medium
870,10266,20,100.0,2824.8,2004-07-06,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Italy,EMEA,Small
871,10278,39,100.0,4324.32,2004-08-06,Shipped,3,8,2004,Classic Cars,Signal Gift Stores,USA,,Medium
872,10287,44,100.0,5052.96,2004-08-30,Shipped,3,8,2004,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
873,10301,22,100.0,3223.44,2003-10-05,Shipped,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Medium
874,10311,43,100.0,5278.68,2004-10-16,Shipped,4,10,2004,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
